date,revenue
2011-01-29,7240.64999999999
2011-01-30,6705.510000000002
2011-01-31,4584.850000000002
2011-02-01,4965.460000000003
2011-02-02,4368.070000000002
2011-02-03,5247.419999999999
2011-02-04,5820.449999999995
2011-02-05,8551.459999999986
2011-02-06,7435.8599999999915
2011-02-07,5535.839999999998
2011-02-08,5079.650000000003
2011-02-09,4753.0300000000025
2011-02-10,5225.059999999993
2011-02-11,5523.939999999999
2011-02-12,7401.0700000000015
2011-02-13,7835.779999999997
2011-02-14,4726.1
2011-02-15,4151.050000000005
2011-02-16,3806.190000000004
2011-02-17,3566.8800000000065
2011-02-18,5428.189999999998
2011-02-19,6880.969999999994
2011-02-20,6784.710000000002
2011-02-21,5125.91
2011-02-22,3870.5400000000027
2011-02-23,3669.8400000000074
2011-02-24,3719.130000000007
2011-02-25,4499.410000000002
2011-02-26,5999.689999999993
2011-02-27,6324.069999999995
2011-02-28,3965.1600000000035
2011-03-01,4314.800000000002
2011-03-02,4357.5900000000065
2011-03-03,4489.460000000004
2011-03-04,5626.999999999996
2011-03-05,7029.719999999992
2011-03-06,7552.909999999994
2011-03-07,5272.669999999997
2011-03-08,5064.280000000002
2011-03-09,4904.109999999999
2011-03-10,4473.120000000004
2011-03-11,5757.419999999994
2011-03-12,6558.2399999999925
2011-03-13,7012.939999999994
2011-03-14,4707.060000000001
2011-03-15,3912.0800000000063
2011-03-16,4217.63000000001
2011-03-17,3831.190000000007
2011-03-18,4770.360000000002
2011-03-19,6427.320000000003
2011-03-20,6502.719999999993
2011-03-21,4533.870000000002
2011-03-22,3856.3400000000092
2011-03-23,3499.310000000005
2011-03-24,3348.990000000005
2011-03-25,4276.500000000006
2011-03-26,6078.489999999997
2011-03-27,6298.609999999993
2011-03-28,4254.850000000008
2011-03-29,3424.1300000000056
2011-03-30,3619.160000000006
2011-03-31,4236.880000000005
2011-04-01,5923.219999999992
2011-04-02,6897.169999999992
2011-04-03,7227.04999999999
2011-04-04,5777.549999999998
2011-04-05,4895.79
2011-04-06,4515.300000000001
2011-04-07,5012.3099999999995
2011-04-08,5469.9400000000005
2011-04-09,6929.7799999999925
2011-04-10,7141.419999999994
2011-04-11,4699.120000000004
2011-04-12,4063.9800000000055
2011-04-13,3837.5000000000064
2011-04-14,3979.050000000006
2011-04-15,5121.8200000000015
2011-04-16,5964.619999999997
2011-04-17,6522.279999999994
2011-04-18,4490.430000000006
2011-04-19,4116.760000000004
2011-04-20,3852.1600000000058
2011-04-21,4457.880000000006
2011-04-22,5495.779999999995
2011-04-23,7360.319999999992
2011-04-24,5075.239999999998
2011-04-25,3691.390000000004
2011-04-26,3527.1100000000024
2011-04-27,3343.1500000000065
2011-04-28,3521.7800000000075
2011-04-29,4535.250000000002
2011-04-30,5817.4
2011-05-01,6097.969999999995
2011-05-02,5017.800000000005
2011-05-03,4987.100000000004
2011-05-04,4806.69
2011-05-05,3943.2800000000066
2011-05-06,5684.349999999994
2011-05-07,6640.039999999995
2011-05-08,5156.979999999999
2011-05-09,5747.43
2011-05-10,4872.740000000001
2011-05-11,4615.700000000002
2011-05-12,3907.3100000000054
2011-05-13,4942.179999999999
2011-05-14,6425.419999999998
2011-05-15,6822.490000000003
2011-05-16,4231.360000000003
2011-05-17,3881.5300000000007
2011-05-18,3861.380000000007
2011-05-19,3763.4700000000034
2011-05-20,4645.430000000001
2011-05-21,5700.219999999991
2011-05-22,6214.85
2011-05-23,4180.330000000007
2011-05-24,3770.900000000004
2011-05-25,3717.300000000006
2011-05-26,3705.400000000008
2011-05-27,4434.260000000004
2011-05-28,5528.980000000005
2011-05-29,5808.069999999996
2011-05-30,5004.370000000001
2011-05-31,3745.7800000000066
2011-06-01,4420.380000000006
2011-06-02,4345.460000000004
2011-06-03,5611.429999999999
2011-06-04,7070.4299999999985
2011-06-05,6885.789999999998
2011-06-06,5462.63
2011-06-07,4938.5599999999995
2011-06-08,4626.319999999997
2011-06-09,4753.8499999999985
2011-06-10,6210.1799999999985
2011-06-11,6154.809999999999
2011-06-12,6662.5099999999975
2011-06-13,5463.750000000005
2011-06-14,4881.290000000005
2011-06-15,4659.200000000001
2011-06-16,4309.130000000006
2011-06-17,5236.7599999999975
2011-06-18,6188.149999999999
2011-06-19,5241.46
2011-06-20,4835.2400000000025
2011-06-21,4726.210000000004
2011-06-22,4150.330000000007
2011-06-23,4455.200000000009
2011-06-24,5172.150000000002
2011-06-25,5478.299999999993
2011-06-26,6003.279999999999
2011-06-27,4706.510000000007
2011-06-28,3640.9000000000055
2011-06-29,3794.5800000000063
2011-06-30,4344.590000000006
2011-07-01,6571.019999999997
2011-07-02,7311.329999999986
2011-07-03,7031.360000000001
2011-07-04,5002.0300000000025
2011-07-05,5898.639999999996
2011-07-06,5815.699999999995
2011-07-07,6112.239999999999
2011-07-08,6066.589999999989
2011-07-09,7244.929999999992
2011-07-10,7751.3399999999865
2011-07-11,5025.800000000001
2011-07-12,4029.7500000000073
2011-07-13,4445.530000000004
2011-07-14,4274.710000000007
2011-07-15,5096.24
2011-07-16,6463.369999999993
2011-07-17,6421.330000000001
2011-07-18,4890.919999999997
2011-07-19,4365.770000000007
2011-07-20,4307.410000000005
2011-07-21,4496.610000000006
2011-07-22,5618.710000000002
2011-07-23,6201.749999999995
2011-07-24,6271.6299999999965
2011-07-25,4758.060000000011
2011-07-26,4106.170000000006
2011-07-27,3987.150000000005
2011-07-28,4090.7800000000057
2011-07-29,5418.159999999998
2011-07-30,5236.019999999998
2011-07-31,5927.179999999995
2011-08-01,4972.840000000002
2011-08-02,5109.889999999997
2011-08-03,5021.790000000006
2011-08-04,5636.989999999992
2011-08-05,6332.399999999997
2011-08-06,6303.769999999995
2011-08-07,7510.479999999995
2011-08-08,5839.009999999995
2011-08-09,5226.389999999994
2011-08-10,5461.150000000001
2011-08-11,5079.979999999997
2011-08-12,5606.819999999992
2011-08-13,7279.129999999992
2011-08-14,7465.429999999995
2011-08-15,4949.860000000006
2011-08-16,4661.020000000004
2011-08-17,4578.670000000003
2011-08-18,4836.680000000001
2011-08-19,5092.410000000002
2011-08-20,6320.729999999992
2011-08-21,8140.70999999999
2011-08-22,4814.990000000009
2011-08-23,3942.6500000000055
2011-08-24,4298.810000000008
2011-08-25,4341.790000000006
2011-08-26,5019.379999999996
2011-08-27,6622.189999999991
2011-08-28,6616.299999999992
2011-08-29,4400.020000000001
2011-08-30,3538.9800000000064
2011-08-31,3668.1100000000033
2011-09-01,4694.810000000005
2011-09-02,5699.64
2011-09-03,6791.559999999994
2011-09-04,6669.879999999998
2011-09-05,6521.829999999992
2011-09-06,5389.279999999998
2011-09-07,5111.219999999996
2011-09-08,5353.149999999998
2011-09-09,6100.249999999997
2011-09-10,7274.899999999984
2011-09-11,7822.019999999989
2011-09-12,5167.809999999999
2011-09-13,4205.390000000004
2011-09-14,3855.3900000000044
2011-09-15,4491.210000000004
2011-09-16,5305.989999999998
2011-09-17,6339.989999999998
2011-09-18,7024.789999999996
2011-09-19,4829.820000000003
2011-09-20,4530.210000000001
2011-09-21,4315.720000000003
2011-09-22,4120.710000000004
2011-09-23,5984.759999999991
2011-09-24,6958.309999999992
2011-09-25,7105.7399999999925
2011-09-26,4892.78
2011-09-27,4261.1
2011-09-28,3962.9300000000035
2011-09-29,3705.3000000000065
2011-09-30,5828.989999999995
2011-10-01,8193.879999999985
2011-10-02,8547.019999999988
2011-10-03,5855.119999999996
2011-10-04,5468.9100000000035
2011-10-05,5203.9100000000035
2011-10-06,5109.469999999994
2011-10-07,6317.319999999999
2011-10-08,7501.769999999988
2011-10-09,8307.609999999986
2011-10-10,6807.549999999994
2011-10-11,4729.800000000004
2011-10-12,4667.819999999998
2011-10-13,4752.210000000004
2011-10-14,6053.959999999989
2011-10-15,7248.219999999989
2011-10-16,7075.709999999993
2011-10-17,4813.849999999999
2011-10-18,4090.110000000004
2011-10-19,4085.9200000000055
2011-10-20,4124.830000000006
2011-10-21,5449.379999999994
2011-10-22,7137.029999999982
2011-10-23,7411.479999999985
2011-10-24,5143.539999999999
2011-10-25,4496.010000000004
2011-10-26,3860.450000000007
2011-10-27,4496.889999999999
2011-10-28,5215.18
2011-10-29,7172.059999999993
2011-10-30,7073.639999999989
2011-10-31,3746.8900000000035
2011-11-01,4422.440000000003
2011-11-02,4879.250000000002
2011-11-03,5037.139999999996
2011-11-04,6282.109999999992
2011-11-05,7656.019999999991
2011-11-06,8417.529999999993
2011-11-07,5741.389999999997
2011-11-08,5780.939999999994
2011-11-09,5004.349999999996
2011-11-10,5908.599999999992
2011-11-11,6541.949999999993
2011-11-12,6832.469999999993
2011-11-13,7247.099999999984
2011-11-14,5316.010000000003
2011-11-15,4707.570000000001
2011-11-16,4349.710000000007
2011-11-17,4162.4100000000035
2011-11-18,5101.639999999994
2011-11-19,7556.7899999999845
2011-11-20,7583.319999999981
2011-11-21,5739.439999999999
2011-11-22,6560.239999999988
2011-11-23,6621.699999999993
2011-11-24,3594.5900000000033
2011-11-25,4688.039999999999
2011-11-26,5048.11
2011-11-27,5740.55
2011-11-28,4168.400000000005
2011-11-29,4163.020000000002
2011-11-30,3991.280000000006
2011-12-01,4476.500000000006
2011-12-02,5518.929999999991
2011-12-03,7709.639999999989
2011-12-04,8123.139999999986
2011-12-05,6429.910000000001
2011-12-06,5292.680000000004
2011-12-07,5054.129999999992
2011-12-08,5975.8699999999935
2011-12-09,6296.249999999998
2011-12-10,8292.659999999987
2011-12-11,7693.599999999984
2011-12-12,5899.669999999994
2011-12-13,5304.770000000002
2011-12-14,5238.059999999995
2011-12-15,5822.9799999999905
2011-12-16,5894.949999999997
2011-12-17,7860.829999999991
2011-12-18,7581.869999999981
2011-12-19,5972.15999999999
2011-12-20,5900.0199999999895
2011-12-21,6138.039999999993
2011-12-22,6327.949999999988
2011-12-23,8183.279999999989
2011-12-24,6265.429999999986
2011-12-25,5811.9399999999905
2011-12-26,5358.449999999995
2011-12-27,5228.109999999993
2011-12-28,5228.489999999998
2011-12-29,5808.479999999994
2011-12-30,7679.059999999983
2011-12-31,8057.4699999999775
2012-01-01,4793.98
2012-01-02,7210.099999999991
2012-01-03,6199.139999999988
2012-01-04,5623.83999999999
2012-01-05,6230.119999999992
2012-01-06,6477.629999999981
2012-01-07,8566.44999999998
2012-01-08,8813.179999999978
2012-01-09,7102.879999999987
2012-01-10,5726.579999999993
2012-01-11,5107.529999999997
2012-01-12,4528.030000000004
2012-01-13,6470.79999999999
2012-01-14,7469.1599999999935
2012-01-15,7526.889999999994
2012-01-16,6760.840000000001
2012-01-17,5461.419999999996
2012-01-18,4885.389999999997
2012-01-19,4892.629999999994
2012-01-20,5956.749999999993
2012-01-21,9335.619999999974
2012-01-22,7382.009999999982
2012-01-23,4754.4000000000015
2012-01-24,4677.010000000003
2012-01-25,4197.400000000004
2012-01-26,4337.259999999999
2012-01-27,5679.589999999998
2012-01-28,7257.84999999999
2012-01-29,7615.359999999981
2012-01-30,5178.959999999997
2012-01-31,5380.049999999993
2012-02-01,5828.049999999994
2012-02-02,6153.159999999978
2012-02-03,7723.629999999984
2012-02-04,10676.569999999982
2012-02-05,9411.839999999975
2012-02-06,6813.799999999988
2012-02-07,5919.469999999992
2012-02-08,5790.86999999999
2012-02-09,5895.319999999991
2012-02-10,6672.589999999989
2012-02-11,10157.259999999977
2012-02-12,9939.859999999979
2012-02-13,7455.599999999989
2012-02-14,4851.53
2012-02-15,4607.039999999997
2012-02-16,4881.629999999997
2012-02-17,6307.099999999991
2012-02-18,8116.219999999981
2012-02-19,8584.569999999985
2012-02-20,6476.4399999999905
2012-02-21,4833.689999999999
2012-02-22,4839.83
2012-02-23,4756.07
2012-02-24,6183.799999999993
2012-02-25,8560.549999999985
2012-02-26,8484.24999999998
2012-02-27,5435.039999999998
2012-02-28,5066.879999999995
2012-02-29,4769.420000000001
2012-03-01,6148.01
2012-03-02,6674.189999999988
2012-03-03,9207.529999999979
2012-03-04,9523.76999999998
2012-03-05,7503.33999999999
2012-03-06,6612.789999999991
2012-03-07,6758.979999999984
2012-03-08,6666.639999999991
2012-03-09,7116.06999999998
2012-03-10,10012.889999999987
2012-03-11,10173.549999999983
2012-03-12,6928.629999999994
2012-03-13,5183.359999999996
2012-03-14,5377.649999999995
2012-03-15,5791.369999999999
2012-03-16,6593.959999999985
2012-03-17,8345.969999999994
2012-03-18,8941.549999999985
2012-03-19,6269.86999999999
2012-03-20,5106.45999999999
2012-03-21,4634.920000000001
2012-03-22,5712.089999999995
2012-03-23,5957.449999999996
2012-03-24,8639.389999999987
2012-03-25,9457.979999999981
2012-03-26,5846.269999999992
2012-03-27,5032.959999999996
2012-03-28,5007.80999999999
2012-03-29,4797.939999999996
2012-03-30,7803.31999999999
2012-03-31,8386.93999999999
2012-04-01,9737.919999999984
2012-04-02,7115.469999999999
2012-04-03,7311.029999999995
2012-04-04,6931.879999999994
2012-04-05,7395.159999999989
2012-04-06,9656.84999999998
2012-04-07,11148.949999999983
2012-04-08,7315.579999999988
2012-04-09,7282.369999999992
2012-04-10,7247.2399999999925
2012-04-11,5968.41
2012-04-12,5776.039999999994
2012-04-13,6787.5899999999865
2012-04-14,9114.159999999978
2012-04-15,8772.159999999989
2012-04-16,5957.19999999999
2012-04-17,5110.130000000003
2012-04-18,5145.259999999996
2012-04-19,5651.749999999996
2012-04-20,7290.6699999999955
2012-04-21,9240.51999999997
2012-04-22,9120.669999999984
2012-04-23,5619.820000000002
2012-04-24,5546.729999999994
2012-04-25,5203.709999999996
2012-04-26,5401.409999999998
2012-04-27,6781.86999999999
2012-04-28,8223.83999999999
2012-04-29,8814.109999999984
2012-04-30,6200.939999999982
2012-05-01,6977.0899999999865
2012-05-02,6217.669999999994
2012-05-03,6817.5799999999845
2012-05-04,7619.679999999993
2012-05-05,8169.749999999992
2012-05-06,10050.439999999986
2012-05-07,8730.859999999982
2012-05-08,6669.529999999986
2012-05-09,7175.56999999999
2012-05-10,7305.139999999987
2012-05-11,8081.599999999983
2012-05-12,11119.219999999985
2012-05-13,8152.459999999983
2012-05-14,6633.349999999985
2012-05-15,6642.789999999987
2012-05-16,6555.589999999995
2012-05-17,6299.999999999992
2012-05-18,7577.9699999999875
2012-05-19,9282.379999999986
2012-05-20,10541.129999999974
2012-05-21,6635.009999999989
2012-05-22,5164.199999999999
2012-05-23,5389.989999999994
2012-05-24,6204.909999999988
2012-05-25,8072.679999999987
2012-05-26,8546.199999999979
2012-05-27,8294.359999999982
2012-05-28,7502.659999999997
2012-05-29,5580.109999999993
2012-05-30,5221.259999999998
2012-05-31,5932.449999999988
2012-06-01,8047.539999999987
2012-06-02,10154.059999999965
2012-06-03,9628.289999999985
2012-06-04,7557.7299999999905
2012-06-05,6841.379999999988
2012-06-06,6846.309999999988
2012-06-07,7119.829999999988
2012-06-08,8350.759999999984
2012-06-09,9144.029999999986
2012-06-10,9758.83999999997
2012-06-11,7724.929999999979
2012-06-12,6769.469999999996
2012-06-13,6406.729999999992
2012-06-14,6558.79999999999
2012-06-15,8280.72999999998
2012-06-16,9613.439999999986
2012-06-17,8148.059999999984
2012-06-18,6550.969999999996
2012-06-19,6249.619999999986
2012-06-20,5811.249999999995
2012-06-21,6137.789999999988
2012-06-22,9082.069999999974
2012-06-23,8045.039999999977
2012-06-24,9299.59999999999
2012-06-25,6560.409999999995
2012-06-26,5537.339999999997
2012-06-27,5077.039999999993
2012-06-28,5899.509999999987
2012-06-29,7242.369999999992
2012-06-30,8900.729999999978
2012-07-01,9895.129999999977
2012-07-02,7592.449999999984
2012-07-03,8122.429999999987
2012-07-04,6701.269999999987
2012-07-05,6235.789999999988
2012-07-06,7766.419999999986
2012-07-07,8702.499999999985
2012-07-08,9739.849999999995
2012-07-09,8191.4499999999825
2012-07-10,7228.719999999991
2012-07-11,6457.659999999989
2012-07-12,6643.059999999995
2012-07-13,7982.049999999986
2012-07-14,8874.579999999974
2012-07-15,9420.629999999977
2012-07-16,6316.419999999993
2012-07-17,6039.159999999992
2012-07-18,5702.649999999999
2012-07-19,6150.719999999994
2012-07-20,7812.149999999985
2012-07-21,8751.53999999998
2012-07-22,9445.069999999974
2012-07-23,6281.709999999989
2012-07-24,5785.319999999997
2012-07-25,5522.609999999999
2012-07-26,6046.799999999986
2012-07-27,6643.479999999995
2012-07-28,6846.089999999994
2012-07-29,7284.039999999989
2012-07-30,6059.829999999989
2012-07-31,5958.6699999999955
2012-08-01,6719.399999999989
2012-08-02,7414.419999999997
2012-08-03,8034.479999999979
2012-08-04,9134.579999999985
2012-08-05,10469.159999999987
2012-08-06,8157.299999999983
2012-08-07,7078.559999999986
